run_id,timestamp,commit_sha,config_hash,model,seed,rounds,broadcasts,coverage,correct_edges,false_edges,total_gt_edges,mission_score,norm_score,runtime_s,logfile
20251117-064531-0-959bbb,2025-11-17T06:45:31.288769,79158238a610e39334818ac86592c2692730fde0,d802d8b722,llama3.1:8b,0,32,1,0.3594,27,0,59,27,0.45763,99.16,logs\simulation_2025-11-17.log
20251117-064710-0-cb997d,2025-11-17T06:47:10.066044,79158238a610e39334818ac86592c2692730fde0,debcf3f29b,llama3.1:8b,0,32,4,0.5,39,0,59,39,0.66102,92.69,logs\simulation_2025-11-17.log
20251117-064849-0-c10a2d,2025-11-17T06:48:49.736727,79158238a610e39334818ac86592c2692730fde0,bba69045ef,llama3.1:8b,0,32,2,0.5156,35,0,59,35,0.59322,93.58,logs\simulation_2025-11-17.log
20251117-065035-0-83851d,2025-11-17T06:50:35.249118,79158238a610e39334818ac86592c2692730fde0,1a47ad6cd9,llama3.1:8b,0,32,1,0.5312,43,0,59,43,0.72881,99.41,logs\simulation_2025-11-17.log
20251117-065219-0-fba3ca,2025-11-17T06:52:19.344156,79158238a610e39334818ac86592c2692730fde0,c7a367fff7,llama3.1:8b,0,32,1,0.5312,43,0,59,43,0.72881,98.03,logs\simulation_2025-11-17.log
20251117-065400-0-82fbdc,2025-11-17T06:54:00.915527,79158238a610e39334818ac86592c2692730fde0,ffea3eda59,llama3.1:8b,0,32,3,0.375,34,0,59,34,0.57627,95.53,logs\simulation_2025-11-17.log
20251117-065548-0-1a81f1,2025-11-17T06:55:48.044494,79158238a610e39334818ac86592c2692730fde0,f5450689b8,llama3.1:8b,0,32,3,0.5,39,0,59,39,0.66102,101.08,logs\simulation_2025-11-17.log
20251117-065737-0-806f1a,2025-11-17T06:57:37.651653,79158238a610e39334818ac86592c2692730fde0,23fd6aa911,llama3.1:8b,0,32,3,0.4688,32,0,59,32,0.54237,103.55,logs\simulation_2025-11-17.log
20251117-065907-0-ab01ef,2025-11-17T06:59:07.952539,79158238a610e39334818ac86592c2692730fde0,ec48971fb6,llama3.1:8b,0,32,1,0.3281,24,0,59,24,0.40678,84.24,logs\simulation_2025-11-17.log
20251117-070042-0-ba134d,2025-11-17T07:00:42.564488,79158238a610e39334818ac86592c2692730fde0,f00fab2667,llama3.1:8b,0,32,3,0.4531,39,0,59,39,0.66102,88.57,logs\simulation_2025-11-17.log
20251117-070222-0-d177a5,2025-11-17T07:02:22.690382,79158238a610e39334818ac86592c2692730fde0,339ad07f0d,llama3.1:8b,0,32,4,0.3906,38,0,59,38,0.64407,94.02,logs\simulation_2025-11-17.log
20251117-070405-0-5322f2,2025-11-17T07:04:05.522014,79158238a610e39334818ac86592c2692730fde0,c9b8171ba6,llama3.1:8b,0,32,2,0.4844,38,0,59,38,0.64407,96.73,logs\simulation_2025-11-17.log
20251117-070545-0-817f3c,2025-11-17T07:05:45.145154,79158238a610e39334818ac86592c2692730fde0,8c3014d328,llama3.1:8b,0,32,1,0.4531,34,0,59,34,0.57627,93.55,logs\simulation_2025-11-17.log
20251117-070751-0-5bf828,2025-11-17T07:07:51.618431,79158238a610e39334818ac86592c2692730fde0,df4e8c8371,llama3.1:8b,0,32,1,0.6094,44,0,59,44,0.74576,120.41,logs\simulation_2025-11-17.log
20251117-070957-0-65fced,2025-11-17T07:09:57.846172,79158238a610e39334818ac86592c2692730fde0,aa09e6dd92,llama3.1:8b,0,32,3,0.5,34,0,59,34,0.57627,120.04,logs\simulation_2025-11-17.log
20251117-071137-0-d13542,2025-11-17T07:11:37.187236,79158238a610e39334818ac86592c2692730fde0,3d753abc36,llama3.1:8b,0,32,3,0.4062,35,0,59,35,0.59322,93.31,logs\simulation_2025-11-17.log
20251117-071339-0-29d146,2025-11-17T07:13:39.742554,79158238a610e39334818ac86592c2692730fde0,e92dbe12ed,llama3.1:8b,0,32,1,0.5781,39,0,59,39,0.66102,116.37,logs\simulation_2025-11-17.log
20251117-071520-0-a28626,2025-11-17T07:15:20.286720,79158238a610e39334818ac86592c2692730fde0,2198e2189e,llama3.1:8b,0,32,3,0.4688,34,0,59,34,0.57627,94.4,logs\simulation_2025-11-17.log
20251117-071708-0-9114cc,2025-11-17T07:17:08.374957,79158238a610e39334818ac86592c2692730fde0,68052ee77a,llama3.1:8b,0,32,2,0.3594,25,0,59,25,0.42373,101.98,logs\simulation_2025-11-17.log
20251117-071856-0-b5bca2,2025-11-17T07:18:56.128855,79158238a610e39334818ac86592c2692730fde0,6ace404349,llama3.1:8b,0,32,3,0.4688,37,0,59,37,0.62712,101.69,logs\simulation_2025-11-17.log
20251117-072037-0-76f16d,2025-11-17T07:20:37.886866,79158238a610e39334818ac86592c2692730fde0,6526cc71db,llama3.1:8b,0,32,1,0.4062,32,0,59,32,0.54237,95.55,logs\simulation_2025-11-17.log
20251117-072220-0-09ac55,2025-11-17T07:22:20.937847,79158238a610e39334818ac86592c2692730fde0,3ed596367e,llama3.1:8b,0,32,1,0.3281,28,0,59,28,0.47458,96.94,logs\simulation_2025-11-17.log
20251117-072402-0-8a4e22,2025-11-17T07:24:02.350566,79158238a610e39334818ac86592c2692730fde0,af231d2f8e,llama3.1:8b,0,32,4,0.4688,35,0,59,35,0.59322,93.2,logs\simulation_2025-11-17.log
20251117-072542-0-e02bb9,2025-11-17T07:25:42.552871,79158238a610e39334818ac86592c2692730fde0,e65718a408,llama3.1:8b,0,32,1,0.5781,43,0,59,43,0.72881,94.02,logs\simulation_2025-11-17.log
20251117-072730-0-a878f1,2025-11-17T07:27:30.938562,79158238a610e39334818ac86592c2692730fde0,6d77ff306c,llama3.1:8b,0,32,4,0.4844,40,0,59,40,0.67797,102.36,logs\simulation_2025-11-17.log
20251117-072906-0-0615e0,2025-11-17T07:29:06.918894,79158238a610e39334818ac86592c2692730fde0,7e73e25d4b,llama3.1:8b,0,32,3,0.4688,29,0,59,29,0.49153,89.9,logs\simulation_2025-11-17.log
20251117-073038-0-d3bd9d,2025-11-17T07:30:38.206670,79158238a610e39334818ac86592c2692730fde0,1b920d139a,llama3.1:8b,0,32,2,0.4062,36,0,59,36,0.61017,85.2,logs\simulation_2025-11-17.log
20251117-073226-0-ee3164,2025-11-17T07:32:26.378229,79158238a610e39334818ac86592c2692730fde0,11e1f0141d,llama3.1:8b,0,32,4,0.4844,33,0,59,33,0.55932,102.11,logs\simulation_2025-11-17.log
20251117-073406-0-da6980,2025-11-17T07:34:06.117267,79158238a610e39334818ac86592c2692730fde0,3218c1b5a0,llama3.1:8b,0,32,3,0.3906,31,0,59,31,0.52542,94.29,logs\simulation_2025-11-17.log
20251117-073553-0-458c41,2025-11-17T07:35:53.620756,79158238a610e39334818ac86592c2692730fde0,c90018fd37,llama3.1:8b,0,32,3,0.5156,40,0,59,40,0.67797,102.08,logs\simulation_2025-11-17.log
20251117-073744-0-6b9981,2025-11-17T07:37:44.460649,79158238a610e39334818ac86592c2692730fde0,ffe3fdea50,llama3.1:8b,0,32,4,0.5469,43,0,59,43,0.72881,105.34,logs\simulation_2025-11-17.log
20251117-073927-0-124678,2025-11-17T07:39:27.542681,79158238a610e39334818ac86592c2692730fde0,ee78e7a2e7,llama3.1:8b,0,32,1,0.5625,44,0,59,44,0.74576,97.59,logs\simulation_2025-11-17.log
20251117-074105-0-9188b8,2025-11-17T07:41:05.498086,79158238a610e39334818ac86592c2692730fde0,5df7c515e0,llama3.1:8b,0,32,3,0.4688,34,0,59,34,0.57627,92.51,logs\simulation_2025-11-17.log
20251117-074302-0-4ab7e8,2025-11-17T07:43:02.767660,79158238a610e39334818ac86592c2692730fde0,9d42be44d0,llama3.1:8b,0,32,1,0.7031,50,0,59,50,0.84746,111.81,logs\simulation_2025-11-17.log
20251117-080859-0-55453d,2025-11-17T08:08:59.574012,79158238a610e39334818ac86592c2692730fde0,a28b66d2fc,llama3.1:8b,0,32,3,0.625,41,0,59,41,0.69492,1551.35,logs\simulation_2025-11-17.log
20251117-081047-0-fb3b3c,2025-11-17T08:10:47.896401,79158238a610e39334818ac86592c2692730fde0,4230e845c2,llama3.1:8b,0,32,4,0.5312,40,0,59,40,0.67797,102.05,logs\simulation_2025-11-17.log
20251117-081238-0-b5d4f2,2025-11-17T08:12:38.833235,79158238a610e39334818ac86592c2692730fde0,9c5e3b4125,llama3.1:8b,0,32,3,0.4844,42,0,59,42,0.71186,104.71,logs\simulation_2025-11-17.log
20251117-081424-0-d6a6f8,2025-11-17T08:14:24.931606,79158238a610e39334818ac86592c2692730fde0,8ab76dd2d0,llama3.1:8b,0,32,3,0.4062,30,0,59,30,0.50847,99.84,logs\simulation_2025-11-17.log
20251117-081615-0-9fe3f4,2025-11-17T08:16:15.209582,79158238a610e39334818ac86592c2692730fde0,e0196dbafd,llama3.1:8b,0,32,3,0.4062,30,0,59,30,0.50847,104.09,logs\simulation_2025-11-17.log
20251117-081812-0-714618,2025-11-17T08:18:12.295318,79158238a610e39334818ac86592c2692730fde0,18468b7819,llama3.1:8b,0,32,3,0.5781,48,0,59,48,0.81356,110.89,logs\simulation_2025-11-17.log
20251117-082010-0-786e33,2025-11-17T08:20:10.506163,79158238a610e39334818ac86592c2692730fde0,b9d19b754c,llama3.1:8b,0,32,3,0.4688,37,0,59,37,0.62712,112.11,logs\simulation_2025-11-17.log
20251117-082157-0-995387,2025-11-17T08:21:57.315522,79158238a610e39334818ac86592c2692730fde0,841b027bff,llama3.1:8b,0,32,3,0.3906,32,0,59,32,0.54237,100.71,logs\simulation_2025-11-17.log
20251117-082353-0-3d7985,2025-11-17T08:23:53.343494,79158238a610e39334818ac86592c2692730fde0,efb12f1799,llama3.1:8b,0,32,3,0.5312,33,0,59,33,0.55932,109.81,logs\simulation_2025-11-17.log
20251117-082541-0-9ba3fb,2025-11-17T08:25:41.045152,79158238a610e39334818ac86592c2692730fde0,4ecae96625,llama3.1:8b,0,32,3,0.5312,35,0,59,35,0.59322,101.5,logs\simulation_2025-11-17.log
20251117-082736-0-3d890e,2025-11-17T08:27:36.486124,79158238a610e39334818ac86592c2692730fde0,b088aaf415,llama3.1:8b,0,32,3,0.5312,41,0,59,41,0.69492,109.19,logs\simulation_2025-11-17.log
20251117-082926-0-007e01,2025-11-17T08:29:26.957562,79158238a610e39334818ac86592c2692730fde0,e06feeabfc,llama3.1:8b,0,32,3,0.5156,38,0,59,38,0.64407,104.16,logs\simulation_2025-11-17.log
20251117-083116-0-05d9b0,2025-11-17T08:31:16.100801,79158238a610e39334818ac86592c2692730fde0,4ca945a094,llama3.1:8b,0,32,1,0.6094,49,0,59,49,0.83051,103.08,logs\simulation_2025-11-17.log
20251117-083256-0-25820b,2025-11-17T08:32:56.176956,79158238a610e39334818ac86592c2692730fde0,c0d2a0df2e,llama3.1:8b,0,32,3,0.4531,39,0,59,39,0.66102,93.87,logs\simulation_2025-11-17.log
20251117-083443-0-e6b407,2025-11-17T08:34:43.227492,79158238a610e39334818ac86592c2692730fde0,6a736f9e7f,llama3.1:8b,0,32,3,0.4844,37,0,59,37,0.62712,100.9,logs\simulation_2025-11-17.log
20251117-083628-0-e55bdf,2025-11-17T08:36:28.252453,79158238a610e39334818ac86592c2692730fde0,1853874f15,llama3.1:8b,0,32,1,0.5312,44,0,59,44,0.74576,98.96,logs\simulation_2025-11-17.log
20251117-083826-0-c3685f,2025-11-17T08:38:26.201162,79158238a610e39334818ac86592c2692730fde0,32b2133e59,llama3.1:8b,0,32,1,0.6406,39,0,59,39,0.66102,111.82,logs\simulation_2025-11-17.log
20251117-084011-0-0c04af,2025-11-17T08:40:11.193413,79158238a610e39334818ac86592c2692730fde0,6c1e309767,llama3.1:8b,0,32,1,0.375,33,0,59,33,0.55932,98.77,logs\simulation_2025-11-17.log
20251117-084200-0-c50494,2025-11-17T08:42:00.558519,79158238a610e39334818ac86592c2692730fde0,f62f9b1102,llama3.1:8b,0,32,1,0.5312,44,0,59,44,0.74576,103.29,logs\simulation_2025-11-17.log
20251117-084349-0-c5bc84,2025-11-17T08:43:49.422264,79158238a610e39334818ac86592c2692730fde0,a5844d3d03,llama3.1:8b,0,32,1,0.5156,41,0,59,41,0.69492,102.81,logs\simulation_2025-11-17.log
20251117-084519-0-f6b923,2025-11-17T08:45:19.529325,79158238a610e39334818ac86592c2692730fde0,daefe1741f,llama3.1:8b,0,32,1,0.4844,40,0,59,40,0.67797,83.9,logs\simulation_2025-11-17.log
20251117-084656-0-913de0,2025-11-17T08:46:56.565112,79158238a610e39334818ac86592c2692730fde0,ddbb7da14f,llama3.1:8b,0,32,2,0.375,24,0,59,24,0.40678,90.96,logs\simulation_2025-11-17.log
20251117-084840-0-47bb10,2025-11-17T08:48:40.346606,79158238a610e39334818ac86592c2692730fde0,c8fbe7035c,llama3.1:8b,0,32,2,0.625,46,0,59,46,0.77966,97.71,logs\simulation_2025-11-17.log
20251117-085018-0-7fa27a,2025-11-17T08:50:18.928328,79158238a610e39334818ac86592c2692730fde0,8f37074f5f,llama3.1:8b,0,32,4,0.4531,36,0,59,36,0.61017,92.56,logs\simulation_2025-11-17.log
20251117-085205-0-247535,2025-11-17T08:52:05.930433,79158238a610e39334818ac86592c2692730fde0,32a5ba25f3,llama3.1:8b,0,32,1,0.3281,26,0,59,26,0.44068,100.91,logs\simulation_2025-11-17.log
20251117-085346-0-403d79,2025-11-17T08:53:46.237448,79158238a610e39334818ac86592c2692730fde0,537268337c,llama3.1:8b,0,32,2,0.5469,42,0,59,42,0.71186,94.15,logs\simulation_2025-11-17.log
20251117-085524-0-ba9d2b,2025-11-17T08:55:24.583019,79158238a610e39334818ac86592c2692730fde0,c151774c7f,llama3.1:8b,0,32,2,0.4531,35,0,59,35,0.59322,92.17,logs\simulation_2025-11-17.log
20251117-085723-0-b78560,2025-11-17T08:57:23.252106,79158238a610e39334818ac86592c2692730fde0,b7332151b0,llama3.1:8b,0,32,3,0.4375,32,0,59,32,0.54237,112.55,logs\simulation_2025-11-17.log
20251117-085911-0-0154db,2025-11-17T08:59:11.144961,79158238a610e39334818ac86592c2692730fde0,d9c6c9704c,llama3.1:8b,0,32,2,0.4844,39,0,59,39,0.66102,101.68,logs\simulation_2025-11-17.log
20251117-090053-0-193022,2025-11-17T09:00:53.676561,79158238a610e39334818ac86592c2692730fde0,3e62511bda,llama3.1:8b,0,32,2,0.5625,48,0,59,48,0.81356,96.3,logs\simulation_2025-11-17.log
20251117-090229-0-8607bb,2025-11-17T09:02:29.060252,79158238a610e39334818ac86592c2692730fde0,2ceff3a194,llama3.1:8b,0,32,3,0.4844,43,0,59,43,0.72881,89.34,logs\simulation_2025-11-17.log
20251117-090410-0-f9ae6b,2025-11-17T09:04:10.657748,79158238a610e39334818ac86592c2692730fde0,e9457f296b,llama3.1:8b,0,32,1,0.5469,41,0,59,41,0.69492,95.6,logs\simulation_2025-11-17.log
20251117-090551-0-4626d0,2025-11-17T09:05:51.365165,79158238a610e39334818ac86592c2692730fde0,09dc3c114f,llama3.1:8b,0,32,3,0.4688,37,0,59,37,0.62712,94.64,logs\simulation_2025-11-17.log
20251117-090729-0-10d239,2025-11-17T09:07:29.072116,79158238a610e39334818ac86592c2692730fde0,07f99d0370,llama3.1:8b,0,32,3,0.4688,41,0,59,41,0.69492,91.47,logs\simulation_2025-11-17.log
20251117-090906-0-5250cc,2025-11-17T09:09:06.596799,79158238a610e39334818ac86592c2692730fde0,aca8a6a370,llama3.1:8b,0,32,3,0.5781,43,0,59,43,0.72881,91.53,logs\simulation_2025-11-17.log
20251117-091042-0-b8f05a,2025-11-17T09:10:42.939838,79158238a610e39334818ac86592c2692730fde0,e9d02f4215,llama3.1:8b,0,32,3,0.4844,34,0,59,34,0.57627,90.18,logs\simulation_2025-11-17.log
20251117-091222-0-c49ac1,2025-11-17T09:12:22.582163,79158238a610e39334818ac86592c2692730fde0,e989479951,llama3.1:8b,0,32,3,0.4375,32,0,59,32,0.54237,93.59,logs\simulation_2025-11-17.log
20251117-091412-0-1a1b17,2025-11-17T09:14:12.614305,79158238a610e39334818ac86592c2692730fde0,fec2df2bdd,llama3.1:8b,0,32,2,0.6406,48,0,59,48,0.81356,103.94,logs\simulation_2025-11-17.log
20251117-091542-0-005ae5,2025-11-17T09:15:42.234210,79158238a610e39334818ac86592c2692730fde0,9ccc7f11cc,llama3.1:8b,0,32,1,0.5781,49,0,59,49,0.83051,83.56,logs\simulation_2025-11-17.log
20251117-091723-0-26e03b,2025-11-17T09:17:23.775748,79158238a610e39334818ac86592c2692730fde0,a9ac1c0123,llama3.1:8b,0,32,3,0.4375,33,0,59,33,0.55932,95.47,logs\simulation_2025-11-17.log
20251117-091908-0-0836ad,2025-11-17T09:19:08.814731,79158238a610e39334818ac86592c2692730fde0,522cde944d,llama3.1:8b,0,32,2,0.3906,31,0,59,31,0.52542,98.86,logs\simulation_2025-11-17.log
20251117-092049-0-398c08,2025-11-17T09:20:49.305938,79158238a610e39334818ac86592c2692730fde0,3f3dd61fe7,llama3.1:8b,0,32,3,0.5781,45,0,59,45,0.76271,94.32,logs\simulation_2025-11-17.log
20251117-092228-0-df2156,2025-11-17T09:22:28.039035,79158238a610e39334818ac86592c2692730fde0,b0f0b93115,llama3.1:8b,0,32,3,0.4375,38,0,59,38,0.64407,92.57,logs\simulation_2025-11-17.log
20251117-092421-0-039134,2025-11-17T09:24:21.648607,79158238a610e39334818ac86592c2692730fde0,5e5c9b4d99,llama3.1:8b,0,32,2,0.5625,46,0,59,46,0.77966,107.55,logs\simulation_2025-11-17.log
20251117-092619-0-f41d42,2025-11-17T09:26:19.653154,79158238a610e39334818ac86592c2692730fde0,95e64ff84e,llama3.1:8b,0,32,2,0.5625,46,0,59,46,0.77966,111.96,logs\simulation_2025-11-17.log
20251117-092759-0-0a92e7,2025-11-17T09:27:59.933266,79158238a610e39334818ac86592c2692730fde0,d6ab764746,llama3.1:8b,0,32,6,0.375,32,0,59,32,0.54237,94.19,logs\simulation_2025-11-17.log
20251117-092933-0-07b6b7,2025-11-17T09:29:33.426330,79158238a610e39334818ac86592c2692730fde0,f959957af5,llama3.1:8b,0,32,2,0.5156,35,0,59,35,0.59322,87.41,logs\simulation_2025-11-17.log
20251117-093122-0-e19da4,2025-11-17T09:31:22.898781,79158238a610e39334818ac86592c2692730fde0,936add2753,llama3.1:8b,0,32,1,0.4531,33,0,59,33,0.55932,103.45,logs\simulation_2025-11-17.log
20251117-093303-0-ece78e,2025-11-17T09:33:03.080862,79158238a610e39334818ac86592c2692730fde0,90ac36b446,llama3.1:8b,0,32,1,0.5781,47,0,59,47,0.79661,94.12,logs\simulation_2025-11-17.log
20251117-093442-0-988501,2025-11-17T09:34:42.964036,79158238a610e39334818ac86592c2692730fde0,58e5f80e0e,llama3.1:8b,0,32,4,0.4531,39,0,59,39,0.66102,93.75,logs\simulation_2025-11-17.log
20251117-093630-0-5727b6,2025-11-17T09:36:30.670177,79158238a610e39334818ac86592c2692730fde0,a3c0d46a59,llama3.1:8b,0,32,4,0.4531,35,0,59,35,0.59322,101.56,logs\simulation_2025-11-17.log
20251117-093811-0-4de37c,2025-11-17T09:38:11.290230,79158238a610e39334818ac86592c2692730fde0,0c8c522259,llama3.1:8b,0,32,3,0.4531,40,0,59,40,0.67797,94.38,logs\simulation_2025-11-17.log
20251117-093950-0-9389c2,2025-11-17T09:39:50.014694,79158238a610e39334818ac86592c2692730fde0,e939e8562d,llama3.1:8b,0,32,3,0.4219,37,0,59,37,0.62712,92.63,logs\simulation_2025-11-17.log
20251117-094125-0-08b104,2025-11-17T09:41:25.312728,79158238a610e39334818ac86592c2692730fde0,43773c7b95,llama3.1:8b,0,32,3,0.4531,33,0,59,33,0.55932,89.22,logs\simulation_2025-11-17.log
20251117-094315-0-7ac88b,2025-11-17T09:43:15.199869,79158238a610e39334818ac86592c2692730fde0,73bdd9d7ea,llama3.1:8b,0,32,3,0.5,44,0,59,44,0.74576,103.7,logs\simulation_2025-11-17.log
20251117-094505-0-00f703,2025-11-17T09:45:05.668058,79158238a610e39334818ac86592c2692730fde0,62081159d8,llama3.1:8b,0,32,1,0.5469,48,0,59,48,0.81356,104.48,logs\simulation_2025-11-17.log
20251117-094647-0-01bb00,2025-11-17T09:46:46.991972,79158238a610e39334818ac86592c2692730fde0,0f601601dd,llama3.1:8b,0,32,3,0.4531,34,0,59,34,0.57627,95.3,logs\simulation_2025-11-17.log
20251117-094827-0-9819c5,2025-11-17T09:48:27.577458,79158238a610e39334818ac86592c2692730fde0,6a4fc01226,llama3.1:8b,0,32,2,0.4219,34,0,59,34,0.57627,94.37,logs\simulation_2025-11-17.log
20251117-095008-0-5b1df0,2025-11-17T09:50:08.864951,79158238a610e39334818ac86592c2692730fde0,4f4ca043e7,llama3.1:8b,0,32,3,0.4844,40,0,59,40,0.67797,95.33,logs\simulation_2025-11-17.log
20251117-095155-0-7f456a,2025-11-17T09:51:55.437522,79158238a610e39334818ac86592c2692730fde0,c218537e6b,llama3.1:8b,0,32,3,0.3438,28,0,59,28,0.47458,100.58,logs\simulation_2025-11-17.log
20251117-095336-0-7c4222,2025-11-17T09:53:36.795488,79158238a610e39334818ac86592c2692730fde0,1761ed243f,llama3.1:8b,0,32,3,0.4688,37,0,59,37,0.62712,95.24,logs\simulation_2025-11-17.log
20251117-095518-0-9d6239,2025-11-17T09:55:18.610354,79158238a610e39334818ac86592c2692730fde0,be67185a70,llama3.1:8b,0,32,2,0.5,42,0,59,42,0.71186,95.78,logs\simulation_2025-11-17.log
20251117-095709-0-3a2588,2025-11-17T09:57:09.392283,79158238a610e39334818ac86592c2692730fde0,f1b4aeccd1,llama3.1:8b,0,32,3,0.4844,35,0,59,35,0.59322,105.23,logs\simulation_2025-11-17.log
20251117-095848-0-a74c8e,2025-11-17T09:58:48.732264,79158238a610e39334818ac86592c2692730fde0,8290acff27,llama3.1:8b,0,32,2,0.5469,44,0,59,44,0.74576,93.79,logs\simulation_2025-11-17.log
20251117-100023-0-86780d,2025-11-17T10:00:23.936297,79158238a610e39334818ac86592c2692730fde0,fec691cc71,llama3.1:8b,0,32,3,0.4375,40,0,59,40,0.67797,89.62,logs\simulation_2025-11-17.log
20251117-100204-0-98bd62,2025-11-17T10:02:04.536132,79158238a610e39334818ac86592c2692730fde0,f7eeb34d35,llama3.1:8b,0,32,2,0.4062,31,0,59,31,0.52542,95.09,logs\simulation_2025-11-17.log
20251117-100351-0-76181d,2025-11-17T10:03:51.446641,79158238a610e39334818ac86592c2692730fde0,d34cf6121b,llama3.1:8b,0,32,3,0.5781,45,0,59,45,0.76271,101.36,logs\simulation_2025-11-17.log
20251117-100536-0-5c2862,2025-11-17T10:05:36.108284,79158238a610e39334818ac86592c2692730fde0,fc42a9093a,llama3.1:8b,0,32,3,0.4219,38,0,59,38,0.64407,98.55,logs\simulation_2025-11-17.log
20251117-100720-0-dda485,2025-11-17T10:07:20.708330,79158238a610e39334818ac86592c2692730fde0,4c690c8d12,llama3.1:8b,0,32,3,0.5781,43,0,59,43,0.72881,98.61,logs\simulation_2025-11-17.log
20251117-100907-0-36a1db,2025-11-17T10:09:07.581870,79158238a610e39334818ac86592c2692730fde0,cb6bd228e6,llama3.1:8b,0,32,3,0.5781,46,0,59,46,0.77966,101.04,logs\simulation_2025-11-17.log
20251117-101044-0-3163ed,2025-11-17T10:10:43.983906,79158238a610e39334818ac86592c2692730fde0,179a35a304,llama3.1:8b,0,32,3,0.4375,39,0,59,39,0.66102,90.09,logs\simulation_2025-11-17.log
20251117-101237-0-24f329,2025-11-17T10:12:37.772875,79158238a610e39334818ac86592c2692730fde0,748b9d73c3,llama3.1:8b,0,32,3,0.5312,43,0,59,43,0.72881,107.56,logs\simulation_2025-11-17.log
20251117-101415-0-fa7242,2025-11-17T10:14:15.487575,79158238a610e39334818ac86592c2692730fde0,c63c94dfe9,llama3.1:8b,0,32,4,0.4688,30,0,59,30,0.50847,91.45,logs\simulation_2025-11-17.log
20251117-101611-0-03c8da,2025-11-17T10:16:11.578012,79158238a610e39334818ac86592c2692730fde0,88719cb8a5,llama3.1:8b,0,32,3,0.6406,48,0,59,48,0.81356,109.82,logs\simulation_2025-11-17.log
20251117-101754-0-84db8c,2025-11-17T10:17:54.045563,79158238a610e39334818ac86592c2692730fde0,4c4398031c,llama3.1:8b,0,32,3,0.4531,30,0,59,30,0.50847,96.1,logs\simulation_2025-11-17.log
20251117-101942-0-6c80c4,2025-11-17T10:19:42.359490,79158238a610e39334818ac86592c2692730fde0,ce8a188546,llama3.1:8b,0,32,1,0.2969,16,0,59,16,0.27119,102.16,logs\simulation_2025-11-17.log
20251117-102130-0-8b0aa0,2025-11-17T10:21:30.461479,79158238a610e39334818ac86592c2692730fde0,ce4e87d233,llama3.1:8b,0,32,1,0.7344,51,0,59,51,0.86441,102.04,logs\simulation_2025-11-17.log
20251117-102312-0-49643e,2025-11-17T10:23:12.373061,79158238a610e39334818ac86592c2692730fde0,80d8e882c6,llama3.1:8b,0,32,1,0.5781,46,0,59,46,0.77966,95.73,logs\simulation_2025-11-17.log
20251117-102504-0-de82ae,2025-11-17T10:25:04.443152,79158238a610e39334818ac86592c2692730fde0,5909b0a5b3,llama3.1:8b,0,32,3,0.4219,37,0,59,37,0.62712,106.0,logs\simulation_2025-11-17.log
20251117-102644-0-a82049,2025-11-17T10:26:44.359529,79158238a610e39334818ac86592c2692730fde0,975255febf,llama3.1:8b,0,32,1,0.6406,49,0,59,49,0.83051,93.69,logs\simulation_2025-11-17.log
20251117-102818-0-5dc794,2025-11-17T10:28:18.064376,79158238a610e39334818ac86592c2692730fde0,68dea79235,llama3.1:8b,0,32,3,0.4531,40,0,59,40,0.67797,87.62,logs\simulation_2025-11-17.log
20251117-103009-0-7b9671,2025-11-17T10:30:09.690704,79158238a610e39334818ac86592c2692730fde0,e71e12821b,llama3.1:8b,0,32,1,0.5156,46,0,59,46,0.77966,105.51,logs\simulation_2025-11-17.log
20251117-103148-0-07d318,2025-11-17T10:31:48.505792,79158238a610e39334818ac86592c2692730fde0,1ee74aa365,llama3.1:8b,0,32,3,0.5312,34,0,59,34,0.57627,92.78,logs\simulation_2025-11-17.log
20251117-103330-0-1c09b6,2025-11-17T10:33:30.406850,79158238a610e39334818ac86592c2692730fde0,ca55db651b,llama3.1:8b,0,32,1,0.5781,43,0,59,43,0.72881,95.78,logs\simulation_2025-11-17.log
20251117-103516-0-46b969,2025-11-17T10:35:16.568043,79158238a610e39334818ac86592c2692730fde0,b5d2a68989,llama3.1:8b,0,32,1,0.6406,56,0,59,56,0.94915,99.94,logs\simulation_2025-11-17.log
20251117-103718-0-41a3cd,2025-11-17T10:37:18.805444,79158238a610e39334818ac86592c2692730fde0,ab38afb5f2,llama3.1:8b,0,32,2,0.5781,39,0,59,39,0.66102,116.02,logs\simulation_2025-11-17.log
20251117-103907-0-40748d,2025-11-17T10:39:07.256365,79158238a610e39334818ac86592c2692730fde0,31eb8c35f1,llama3.1:8b,0,32,2,0.5156,33,0,59,33,0.55932,102.29,logs\simulation_2025-11-17.log
20251117-104047-0-880848,2025-11-17T10:40:47.052087,79158238a610e39334818ac86592c2692730fde0,ca29406019,llama3.1:8b,0,32,3,0.4844,34,0,59,34,0.57627,93.68,logs\simulation_2025-11-17.log
20251117-104241-0-5f7f54,2025-11-17T10:42:41.605975,79158238a610e39334818ac86592c2692730fde0,f298c65268,llama3.1:8b,0,32,3,0.375,26,0,59,26,0.44068,108.51,logs\simulation_2025-11-17.log
20251117-104409-0-ac9e97,2025-11-17T10:44:09.076666,79158238a610e39334818ac86592c2692730fde0,803cfdba25,llama3.1:8b,0,32,1,0.3125,25,0,59,25,0.42373,81.25,logs\simulation_2025-11-17.log
