run_id,timestamp,commit_sha,config_hash,model,seed,rounds,broadcasts,coverage,correct_edges,false_edges,total_gt_edges,mission_score,norm_score,runtime_s,logfile
20251116-224728-0-b918a7,2025-11-16T22:47:28.600955,79158238a610e39334818ac86592c2692730fde0,01c4b75af2,llama3.1:8b,0,32,1,0.2969,22,0,59,22,0.37288,92.64,logs\simulation_2025-11-16.log
20251116-224905-0-94c1a4,2025-11-16T22:49:05.569983,79158238a610e39334818ac86592c2692730fde0,e4cc8963cc,llama3.1:8b,0,32,2,0.4219,32,0,59,32,0.54237,91.5,logs\simulation_2025-11-16.log
20251116-225044-0-e869a4,2025-11-16T22:50:44.537611,79158238a610e39334818ac86592c2692730fde0,33dc06672f,llama3.1:8b,0,32,3,0.5938,47,0,59,47,0.79661,93.61,logs\simulation_2025-11-16.log
20251116-225214-0-39c56e,2025-11-16T22:52:14.543032,79158238a610e39334818ac86592c2692730fde0,0db73369a7,llama3.1:8b,0,32,2,0.2656,20,0,59,20,0.33898,84.65,logs\simulation_2025-11-16.log
20251116-225403-0-126d5e,2025-11-16T22:54:03.364375,79158238a610e39334818ac86592c2692730fde0,7700545d99,llama3.1:8b,0,32,3,0.5469,46,0,59,46,0.77966,103.43,logs\simulation_2025-11-16.log
20251116-225604-0-9d4245,2025-11-16T22:56:04.264577,79158238a610e39334818ac86592c2692730fde0,b3abd13a71,llama3.1:8b,0,32,4,0.4062,35,0,59,35,0.59322,115.46,logs\simulation_2025-11-16.log
20251116-225810-0-0b7792,2025-11-16T22:58:10.436999,79158238a610e39334818ac86592c2692730fde0,62bf8ed2d5,llama3.1:8b,0,32,2,0.2656,21,0,59,21,0.35593,120.77,logs\simulation_2025-11-16.log
20251116-225957-0-5955e4,2025-11-16T22:59:57.942629,79158238a610e39334818ac86592c2692730fde0,1a6cbc3839,llama3.1:8b,0,32,1,0.4219,39,0,59,39,0.66102,102.14,logs\simulation_2025-11-16.log
20251116-230147-0-449ca8,2025-11-16T23:01:47.562856,79158238a610e39334818ac86592c2692730fde0,45e3c259c5,llama3.1:8b,0,32,3,0.5938,46,0,59,46,0.77966,104.24,logs\simulation_2025-11-16.log
20251116-230325-0-edc947,2025-11-16T23:03:25.394257,79158238a610e39334818ac86592c2692730fde0,fdfa8c3611,llama3.1:8b,0,32,4,0.4062,33,0,59,33,0.55932,92.41,logs\simulation_2025-11-16.log
20251116-230459-0-de5cbc,2025-11-16T23:04:59.640426,79158238a610e39334818ac86592c2692730fde0,408a35a813,llama3.1:8b,0,32,1,0.2969,20,0,59,20,0.33898,88.87,logs\simulation_2025-11-16.log
20251116-230643-0-a064e7,2025-11-16T23:06:43.395602,79158238a610e39334818ac86592c2692730fde0,47fa2945ad,llama3.1:8b,0,32,2,0.5156,41,0,59,41,0.69492,98.36,logs\simulation_2025-11-16.log
20251116-230816-0-f63aa7,2025-11-16T23:08:16.212390,79158238a610e39334818ac86592c2692730fde0,43e01b06d1,llama3.1:8b,0,32,1,0.3125,27,0,59,27,0.45763,87.47,logs\simulation_2025-11-16.log
20251116-231002-0-d69bc8,2025-11-16T23:10:02.012225,79158238a610e39334818ac86592c2692730fde0,3a213fdfc4,llama3.1:8b,0,32,3,0.375,35,0,59,35,0.59322,99.78,logs\simulation_2025-11-16.log
20251116-231143-0-4b31df,2025-11-16T23:11:43.201501,79158238a610e39334818ac86592c2692730fde0,af21cd6994,llama3.1:8b,0,32,2,0.2969,22,0,59,22,0.37288,95.56,logs\simulation_2025-11-16.log
20251116-231324-0-c636ee,2025-11-16T23:13:24.306984,79158238a610e39334818ac86592c2692730fde0,7cc72478e0,llama3.1:8b,0,32,3,0.4375,37,0,59,37,0.62712,95.58,logs\simulation_2025-11-16.log
20251116-231510-0-86b856,2025-11-16T23:15:10.625761,79158238a610e39334818ac86592c2692730fde0,8a724a9e54,llama3.1:8b,0,32,3,0.3281,27,0,59,27,0.45763,100.74,logs\simulation_2025-11-16.log
20251116-231646-0-39ffb1,2025-11-16T23:16:46.835535,79158238a610e39334818ac86592c2692730fde0,db2a428a19,llama3.1:8b,0,32,3,0.3906,36,0,59,36,0.61017,90.64,logs\simulation_2025-11-16.log
20251116-231818-0-fe1292,2025-11-16T23:18:18.879422,79158238a610e39334818ac86592c2692730fde0,10703fe00c,llama3.1:8b,0,32,3,0.4688,37,0,59,37,0.62712,86.53,logs\simulation_2025-11-16.log
20251116-232008-0-b2af61,2025-11-16T23:20:08.866894,79158238a610e39334818ac86592c2692730fde0,6536ff5189,llama3.1:8b,0,32,3,0.5469,35,0,59,35,0.59322,104.48,logs\simulation_2025-11-16.log
20251116-232136-0-fc0341,2025-11-16T23:21:36.261204,79158238a610e39334818ac86592c2692730fde0,28fb8281c2,llama3.1:8b,0,32,1,0.2656,19,0,59,19,0.32203,81.9,logs\simulation_2025-11-16.log
20251116-232308-0-b61a91,2025-11-16T23:23:08.882107,79158238a610e39334818ac86592c2692730fde0,4a647b173c,llama3.1:8b,0,32,3,0.4375,36,0,59,36,0.61017,87.17,logs\simulation_2025-11-16.log
20251116-232530-0-ac8f00,2025-11-16T23:25:30.079414,79158238a610e39334818ac86592c2692730fde0,3061bc06d2,llama3.1:8b,0,32,3,0.4219,33,0,59,33,0.55932,135.72,logs\simulation_2025-11-16.log
20251116-232711-0-7f8e82,2025-11-16T23:27:11.165659,79158238a610e39334818ac86592c2692730fde0,285b88053e,llama3.1:8b,0,32,1,0.6719,48,0,59,48,0.81356,95.49,logs\simulation_2025-11-16.log
20251116-232839-0-d16070,2025-11-16T23:28:39.449289,79158238a610e39334818ac86592c2692730fde0,8b6e15c361,llama3.1:8b,0,32,1,0.3281,21,0,59,21,0.35593,82.68,logs\simulation_2025-11-16.log
20251116-233021-0-339739,2025-11-16T23:30:21.166678,79158238a610e39334818ac86592c2692730fde0,2fc5b12b56,llama3.1:8b,0,32,3,0.4844,42,0,59,42,0.71186,96.12,logs\simulation_2025-11-16.log
20251116-233159-0-592c39,2025-11-16T23:31:59.716909,79158238a610e39334818ac86592c2692730fde0,97a209e510,llama3.1:8b,0,32,1,0.2969,26,0,59,26,0.44068,92.89,logs\simulation_2025-11-16.log
20251116-233328-0-c6f6f8,2025-11-16T23:33:28.658958,79158238a610e39334818ac86592c2692730fde0,dc56340989,llama3.1:8b,0,32,1,0.3438,28,0,59,28,0.47458,83.38,logs\simulation_2025-11-16.log
20251116-233503-0-b6bf30,2025-11-16T23:35:03.776576,79158238a610e39334818ac86592c2692730fde0,8263f9e67d,llama3.1:8b,0,32,1,0.2812,20,0,59,20,0.33898,89.62,logs\simulation_2025-11-16.log
20251116-233641-0-a3b999,2025-11-16T23:36:41.081901,79158238a610e39334818ac86592c2692730fde0,8866a740bd,llama3.1:8b,0,32,1,0.4219,30,0,59,30,0.50847,91.82,logs\simulation_2025-11-16.log
20251116-233825-0-a0c015,2025-11-16T23:38:25.284611,79158238a610e39334818ac86592c2692730fde0,97bcbf06c5,llama3.1:8b,0,32,3,0.3906,34,0,59,34,0.57627,98.57,logs\simulation_2025-11-16.log
20251116-234011-0-139fb8,2025-11-16T23:40:11.905490,79158238a610e39334818ac86592c2692730fde0,21a4f0e45c,llama3.1:8b,0,32,2,0.4688,37,0,59,37,0.62712,100.79,logs\simulation_2025-11-16.log
20251116-234148-0-8358f7,2025-11-16T23:41:48.401154,79158238a610e39334818ac86592c2692730fde0,b2f1524764,llama3.1:8b,0,32,2,0.3125,20,0,59,20,0.33898,90.54,logs\simulation_2025-11-16.log
20251116-234321-0-9dbe03,2025-11-16T23:43:21.690696,79158238a610e39334818ac86592c2692730fde0,744ce9418b,llama3.1:8b,0,32,1,0.3438,28,0,59,28,0.47458,87.06,logs\simulation_2025-11-16.log
20251116-234511-0-a0c00d,2025-11-16T23:45:11.348599,79158238a610e39334818ac86592c2692730fde0,3d4ff1c772,llama3.1:8b,0,32,3,0.6094,43,0,59,43,0.72881,103.41,logs\simulation_2025-11-16.log
20251116-234653-0-34730c,2025-11-16T23:46:53.262018,79158238a610e39334818ac86592c2692730fde0,9e07d3018c,llama3.1:8b,0,32,4,0.4531,37,0,59,37,0.62712,95.6,logs\simulation_2025-11-16.log
20251116-234843-0-da74c2,2025-11-16T23:48:43.228067,79158238a610e39334818ac86592c2692730fde0,17aab981f2,llama3.1:8b,0,32,1,0.3438,28,0,59,28,0.47458,103.72,logs\simulation_2025-11-16.log
20251116-235025-0-a96d65,2025-11-16T23:50:25.924664,79158238a610e39334818ac86592c2692730fde0,b5f8a9804f,llama3.1:8b,0,32,3,0.5,42,0,59,42,0.71186,96.45,logs\simulation_2025-11-16.log
20251116-235209-0-98d807,2025-11-16T23:52:09.004118,79158238a610e39334818ac86592c2692730fde0,04636f5bd9,llama3.1:8b,0,32,1,0.25,17,0,59,17,0.28814,96.84,logs\simulation_2025-11-16.log
20251116-235347-0-7e6cc8,2025-11-16T23:53:47.028346,79158238a610e39334818ac86592c2692730fde0,e874875ce0,llama3.1:8b,0,32,1,0.25,19,0,59,19,0.32203,91.8,logs\simulation_2025-11-16.log
20251116-235516-0-59eafb,2025-11-16T23:55:16.720206,79158238a610e39334818ac86592c2692730fde0,131f480fc3,llama3.1:8b,0,32,2,0.2812,21,0,59,21,0.35593,83.59,logs\simulation_2025-11-16.log
20251116-235656-0-75eaf9,2025-11-16T23:56:56.319604,79158238a610e39334818ac86592c2692730fde0,f5d2773eeb,llama3.1:8b,0,32,3,0.3594,32,0,59,32,0.54237,93.46,logs\simulation_2025-11-16.log
20251116-235837-0-e1219e,2025-11-16T23:58:37.499892,79158238a610e39334818ac86592c2692730fde0,0ad2896dc0,llama3.1:8b,0,32,3,0.3438,29,0,59,29,0.49153,95.16,logs\simulation_2025-11-16.log
20251117-000028-0-02dbc1,2025-11-17T00:00:28.631017,79158238a610e39334818ac86592c2692730fde0,370e62b06a,llama3.1:8b,0,32,1,0.5781,45,0,59,45,0.76271,105.09,logs\simulation_2025-11-16.log
20251117-000222-0-1be718,2025-11-17T00:02:22.911486,79158238a610e39334818ac86592c2692730fde0,08bc533819,llama3.1:8b,0,32,3,0.4844,34,0,59,34,0.57627,108.11,logs\simulation_2025-11-17.log
20251117-000400-0-f83f92,2025-11-17T00:04:00.741150,79158238a610e39334818ac86592c2692730fde0,9db2aa1aa6,llama3.1:8b,0,32,1,0.3438,30,0,59,30,0.50847,91.77,logs\simulation_2025-11-17.log
20251117-000551-0-22187a,2025-11-17T00:05:51.539419,79158238a610e39334818ac86592c2692730fde0,b46a795354,llama3.1:8b,0,32,1,0.5469,46,0,59,46,0.77966,104.78,logs\simulation_2025-11-17.log
20251117-000728-0-b2b006,2025-11-17T00:07:28.083245,79158238a610e39334818ac86592c2692730fde0,f922ebbf60,llama3.1:8b,0,32,2,0.4062,29,0,59,29,0.49153,90.35,logs\simulation_2025-11-17.log
20251117-000856-0-40b611,2025-11-17T00:08:56.839366,79158238a610e39334818ac86592c2692730fde0,4c826cde37,llama3.1:8b,0,32,1,0.2812,25,0,59,25,0.42373,82.59,logs\simulation_2025-11-17.log
20251117-001036-0-90882c,2025-11-17T00:10:36.732847,79158238a610e39334818ac86592c2692730fde0,155a31c019,llama3.1:8b,0,32,2,0.2812,21,0,59,21,0.35593,93.69,logs\simulation_2025-11-17.log
20251117-001211-0-13cccc,2025-11-17T00:12:11.223144,79158238a610e39334818ac86592c2692730fde0,ebccb6d272,llama3.1:8b,0,32,1,0.3906,32,0,59,32,0.54237,88.36,logs\simulation_2025-11-17.log
20251117-001355-0-003b25,2025-11-17T00:13:55.284816,79158238a610e39334818ac86592c2692730fde0,f0b63e141b,llama3.1:8b,0,32,3,0.5625,36,0,59,36,0.61017,97.9,logs\simulation_2025-11-17.log
20251117-001526-0-52f457,2025-11-17T00:15:26.618314,79158238a610e39334818ac86592c2692730fde0,4899070a23,llama3.1:8b,0,32,3,0.25,24,0,59,24,0.40678,85.24,logs\simulation_2025-11-17.log
20251117-001718-0-db1cbe,2025-11-17T00:17:18.073847,79158238a610e39334818ac86592c2692730fde0,2ad822622d,llama3.1:8b,0,32,2,0.3281,26,0,59,26,0.44068,105.44,logs\simulation_2025-11-17.log
20251117-001901-0-b062b8,2025-11-17T00:19:01.840163,79158238a610e39334818ac86592c2692730fde0,8332e8fbb1,llama3.1:8b,0,32,3,0.4375,43,0,59,43,0.72881,97.64,logs\simulation_2025-11-17.log
20251117-002040-0-535fce,2025-11-17T00:20:40.456604,79158238a610e39334818ac86592c2692730fde0,547eded641,llama3.1:8b,0,32,4,0.5156,50,0,59,50,0.84746,92.44,logs\simulation_2025-11-17.log
20251117-002224-0-c1d4f6,2025-11-17T00:22:24.280915,79158238a610e39334818ac86592c2692730fde0,954a138afd,llama3.1:8b,0,32,1,0.4219,38,0,59,38,0.64407,97.77,logs\simulation_2025-11-17.log
20251117-002409-0-82ad8a,2025-11-17T00:24:09.339917,79158238a610e39334818ac86592c2692730fde0,ac9596fb7d,llama3.1:8b,0,32,3,0.375,30,0,59,30,0.50847,98.91,logs\simulation_2025-11-17.log
20251117-002551-0-ed8ccb,2025-11-17T00:25:51.255309,79158238a610e39334818ac86592c2692730fde0,bf38491f89,llama3.1:8b,0,32,1,0.3438,30,0,59,30,0.50847,95.74,logs\simulation_2025-11-17.log
20251117-002747-0-666a0c,2025-11-17T00:27:47.898454,79158238a610e39334818ac86592c2692730fde0,302ab26559,llama3.1:8b,0,32,3,0.4375,29,0,59,29,0.49153,110.49,logs\simulation_2025-11-17.log
20251117-002932-0-8bdb6c,2025-11-17T00:29:32.451248,79158238a610e39334818ac86592c2692730fde0,8254db48aa,llama3.1:8b,0,32,3,0.4531,42,0,59,42,0.71186,98.53,logs\simulation_2025-11-17.log
20251117-003129-0-fb1e9d,2025-11-17T00:31:29.260046,79158238a610e39334818ac86592c2692730fde0,cc818bf99f,llama3.1:8b,0,32,5,0.4219,35,0,59,35,0.59322,110.62,logs\simulation_2025-11-17.log
20251117-003313-0-5a0a33,2025-11-17T00:33:13.050235,79158238a610e39334818ac86592c2692730fde0,19196f7f67,llama3.1:8b,0,32,3,0.4219,32,0,59,32,0.54237,97.59,logs\simulation_2025-11-17.log
20251117-003500-0-2ddc71,2025-11-17T00:35:00.005942,79158238a610e39334818ac86592c2692730fde0,68aeac8082,llama3.1:8b,0,32,3,0.4531,32,0,59,32,0.54237,100.99,logs\simulation_2025-11-17.log
20251117-003640-0-6d3077,2025-11-17T00:36:40.513870,79158238a610e39334818ac86592c2692730fde0,011d90842c,llama3.1:8b,0,32,3,0.4688,41,0,59,41,0.69492,94.47,logs\simulation_2025-11-17.log
20251117-003819-0-be3382,2025-11-17T00:38:19.547217,79158238a610e39334818ac86592c2692730fde0,e4602c00a6,llama3.1:8b,0,32,1,0.4219,28,0,59,28,0.47458,92.86,logs\simulation_2025-11-17.log
20251117-003950-0-563dbc,2025-11-17T00:39:50.772188,79158238a610e39334818ac86592c2692730fde0,b1cf294226,llama3.1:8b,0,32,4,0.3281,26,0,59,26,0.44068,85.09,logs\simulation_2025-11-17.log
20251117-004139-0-2b0767,2025-11-17T00:41:39.642516,79158238a610e39334818ac86592c2692730fde0,55095854b5,llama3.1:8b,0,32,3,0.6562,49,0,59,49,0.83051,102.8,logs\simulation_2025-11-17.log
20251117-004327-0-159f5f,2025-11-17T00:43:27.871246,79158238a610e39334818ac86592c2692730fde0,a68c5a5b16,llama3.1:8b,0,32,3,0.5156,39,0,59,39,0.66102,102.22,logs\simulation_2025-11-17.log
20251117-004509-0-b5a3c3,2025-11-17T00:45:09.237462,79158238a610e39334818ac86592c2692730fde0,7725dd0953,llama3.1:8b,0,32,3,0.4688,28,0,59,28,0.47458,95.23,logs\simulation_2025-11-17.log
20251117-004641-0-c1b7a3,2025-11-17T00:46:41.068567,79158238a610e39334818ac86592c2692730fde0,fc65868aaf,llama3.1:8b,0,32,3,0.3906,34,0,59,34,0.57627,85.69,logs\simulation_2025-11-17.log
20251117-004818-0-b1e65b,2025-11-17T00:48:18.468311,79158238a610e39334818ac86592c2692730fde0,a7170860fd,llama3.1:8b,0,32,3,0.5,36,0,59,36,0.61017,91.31,logs\simulation_2025-11-17.log
20251117-005016-0-38f0fd,2025-11-17T00:50:16.828871,79158238a610e39334818ac86592c2692730fde0,f07e168a3d,llama3.1:8b,0,32,3,0.4844,36,0,59,36,0.61017,112.18,logs\simulation_2025-11-17.log
20251117-005152-0-49ed76,2025-11-17T00:51:52.076834,79158238a610e39334818ac86592c2692730fde0,8e91765ba6,llama3.1:8b,0,32,3,0.4219,35,0,59,35,0.59322,89.18,logs\simulation_2025-11-17.log
20251117-005333-0-93a147,2025-11-17T00:53:33.453659,79158238a610e39334818ac86592c2692730fde0,9259a4d57f,llama3.1:8b,0,32,3,0.3594,35,0,59,35,0.59322,95.2,logs\simulation_2025-11-17.log
20251117-005513-0-588826,2025-11-17T00:55:13.536143,79158238a610e39334818ac86592c2692730fde0,8f121dae3d,llama3.1:8b,0,32,3,0.4844,31,0,59,31,0.52542,91.33,logs\simulation_2025-11-17.log
20251117-005654-0-98fc28,2025-11-17T00:56:54.679083,79158238a610e39334818ac86592c2692730fde0,b6b9e7a932,llama3.1:8b,0,32,4,0.5469,41,0,59,41,0.69492,94.63,logs\simulation_2025-11-17.log
20251117-005857-0-1f330a,2025-11-17T00:58:57.954360,79158238a610e39334818ac86592c2692730fde0,488be9a01d,llama3.1:8b,0,32,3,0.4375,36,0,59,36,0.61017,117.12,logs\simulation_2025-11-17.log
20251117-010035-0-dd7fa0,2025-11-17T01:00:35.963758,79158238a610e39334818ac86592c2692730fde0,69bf4e04e3,llama3.1:8b,0,32,3,0.375,35,0,59,35,0.59322,91.99,logs\simulation_2025-11-17.log
20251117-010218-0-e5b6e5,2025-11-17T01:02:18.570220,79158238a610e39334818ac86592c2692730fde0,de82955c7a,llama3.1:8b,0,32,1,0.4688,27,0,59,27,0.45763,96.38,logs\simulation_2025-11-17.log
20251117-010405-0-9573dc,2025-11-17T01:04:05.166685,79158238a610e39334818ac86592c2692730fde0,3be61d461f,llama3.1:8b,0,32,3,0.3594,35,0,59,35,0.59322,100.44,logs\simulation_2025-11-17.log
20251117-010558-0-954247,2025-11-17T01:05:58.600491,79158238a610e39334818ac86592c2692730fde0,79b6201a19,llama3.1:8b,0,32,3,0.4688,30,0,59,30,0.50847,107.39,logs\simulation_2025-11-17.log
20251117-010735-0-3e20f9,2025-11-17T01:07:35.093109,79158238a610e39334818ac86592c2692730fde0,60f5345a48,llama3.1:8b,0,32,3,0.5312,37,0,59,37,0.62712,90.34,logs\simulation_2025-11-17.log
20251117-010912-0-5b1b2f,2025-11-17T01:09:12.082204,79158238a610e39334818ac86592c2692730fde0,e81e84a009,llama3.1:8b,0,32,3,0.4531,31,0,59,31,0.52542,90.82,logs\simulation_2025-11-17.log
20251117-011053-0-71bbae,2025-11-17T01:10:53.942569,79158238a610e39334818ac86592c2692730fde0,592234a654,llama3.1:8b,0,32,1,0.5938,48,0,59,48,0.81356,95.81,logs\simulation_2025-11-17.log
20251117-011243-0-7fdcdd,2025-11-17T01:12:43.714975,79158238a610e39334818ac86592c2692730fde0,59e9a1e25f,llama3.1:8b,0,32,3,0.5781,43,0,59,43,0.72881,103.55,logs\simulation_2025-11-17.log
20251117-011430-0-5af8ae,2025-11-17T01:14:30.106294,79158238a610e39334818ac86592c2692730fde0,df6b3d0c99,llama3.1:8b,0,32,1,0.6406,49,0,59,49,0.83051,100.29,logs\simulation_2025-11-17.log
20251117-011619-0-2f4250,2025-11-17T01:16:19.024902,79158238a610e39334818ac86592c2692730fde0,040dba0bb5,llama3.1:8b,0,32,3,0.375,28,0,59,28,0.47458,102.9,logs\simulation_2025-11-17.log
20251117-011755-0-ec4096,2025-11-17T01:17:55.842398,79158238a610e39334818ac86592c2692730fde0,2f12208385,llama3.1:8b,0,32,3,0.3906,29,0,59,29,0.49153,90.63,logs\simulation_2025-11-17.log
20251117-011935-0-7b4268,2025-11-17T01:19:35.293181,79158238a610e39334818ac86592c2692730fde0,e1dc1231bd,llama3.1:8b,0,32,1,0.3281,28,0,59,28,0.47458,93.35,logs\simulation_2025-11-17.log
20251117-012110-0-3dc9d0,2025-11-17T01:21:10.857651,79158238a610e39334818ac86592c2692730fde0,8e64e13c18,llama3.1:8b,0,32,3,0.5469,44,0,59,44,0.74576,89.38,logs\simulation_2025-11-17.log
20251117-012251-0-8c1d34,2025-11-17T01:22:51.799395,79158238a610e39334818ac86592c2692730fde0,09cd325a6a,llama3.1:8b,0,32,1,0.3906,31,0,59,31,0.52542,94.9,logs\simulation_2025-11-17.log
20251117-012427-0-3d4942,2025-11-17T01:24:27.313665,79158238a610e39334818ac86592c2692730fde0,f421d18167,llama3.1:8b,0,32,1,0.2969,27,0,59,27,0.45763,89.32,logs\simulation_2025-11-17.log
20251117-012618-0-48f4dd,2025-11-17T01:26:18.935258,79158238a610e39334818ac86592c2692730fde0,2434b003ce,llama3.1:8b,0,32,1,0.5781,48,0,59,48,0.81356,105.43,logs\simulation_2025-11-17.log
20251117-012753-0-f02723,2025-11-17T01:27:53.289409,79158238a610e39334818ac86592c2692730fde0,9977f2d944,llama3.1:8b,0,32,3,0.4375,37,0,59,37,0.62712,88.23,logs\simulation_2025-11-17.log
20251117-012943-0-e6dbb6,2025-11-17T01:29:43.865765,79158238a610e39334818ac86592c2692730fde0,57f54a672d,llama3.1:8b,0,32,1,0.6406,52,0,59,52,0.88136,104.54,logs\simulation_2025-11-17.log
20251117-013125-0-b87987,2025-11-17T01:31:25.330966,79158238a610e39334818ac86592c2692730fde0,026045a36e,llama3.1:8b,0,32,1,0.3906,28,0,59,28,0.47458,95.4,logs\simulation_2025-11-17.log
20251117-013312-0-f33935,2025-11-17T01:33:12.189670,79158238a610e39334818ac86592c2692730fde0,5cedd42a86,llama3.1:8b,0,32,3,0.4844,29,0,59,29,0.49153,100.71,logs\simulation_2025-11-17.log
20251117-013512-0-f27c6c,2025-11-17T01:35:12.472856,79158238a610e39334818ac86592c2692730fde0,86e4b40c7a,llama3.1:8b,0,32,2,0.6562,52,0,59,52,0.88136,114.16,logs\simulation_2025-11-17.log
20251117-013654-0-cc6eb1,2025-11-17T01:36:54.421832,79158238a610e39334818ac86592c2692730fde0,7d2ba9692d,llama3.1:8b,0,32,3,0.5,38,0,59,38,0.64407,95.88,logs\simulation_2025-11-17.log
20251117-013834-0-0272c2,2025-11-17T01:38:34.582047,79158238a610e39334818ac86592c2692730fde0,1c538117b9,llama3.1:8b,0,32,3,0.5312,35,0,59,35,0.59322,93.98,logs\simulation_2025-11-17.log
20251117-014019-0-42d4ab,2025-11-17T01:40:19.185083,79158238a610e39334818ac86592c2692730fde0,ba599a4416,llama3.1:8b,0,32,1,0.4844,36,0,59,36,0.61017,98.49,logs\simulation_2025-11-17.log
20251117-014150-0-611c78,2025-11-17T01:41:50.199759,79158238a610e39334818ac86592c2692730fde0,14c4b73b2c,llama3.1:8b,0,32,1,0.2812,18,0,59,18,0.30508,85.0,logs\simulation_2025-11-17.log
20251117-014327-0-31f431,2025-11-17T01:43:27.178628,79158238a610e39334818ac86592c2692730fde0,60784db220,llama3.1:8b,0,32,2,0.2969,20,0,59,20,0.33898,90.93,logs\simulation_2025-11-17.log
20251117-014516-0-d201ff,2025-11-17T01:45:16.147828,79158238a610e39334818ac86592c2692730fde0,bb0d126f27,llama3.1:8b,0,32,3,0.5,36,0,59,36,0.61017,102.91,logs\simulation_2025-11-17.log
20251117-014706-0-684c8b,2025-11-17T01:47:06.634841,79158238a610e39334818ac86592c2692730fde0,8b5abadbcf,llama3.1:8b,0,32,3,0.5938,39,0,59,39,0.66102,104.31,logs\simulation_2025-11-17.log
20251117-014846-0-503321,2025-11-17T01:48:46.795418,79158238a610e39334818ac86592c2692730fde0,2b885dd149,llama3.1:8b,0,32,3,0.5625,36,0,59,36,0.61017,94.1,logs\simulation_2025-11-17.log
20251117-015046-0-e9bb4c,2025-11-17T01:50:46.853540,79158238a610e39334818ac86592c2692730fde0,ab7b388bd5,llama3.1:8b,0,32,1,0.6562,52,0,59,52,0.88136,114.0,logs\simulation_2025-11-17.log
20251117-015231-0-1244ae,2025-11-17T01:52:31.491350,79158238a610e39334818ac86592c2692730fde0,bc90a91072,llama3.1:8b,0,32,3,0.4531,37,0,59,37,0.62712,98.59,logs\simulation_2025-11-17.log
20251117-015409-0-9b1d4c,2025-11-17T01:54:09.516141,79158238a610e39334818ac86592c2692730fde0,96741c02c5,llama3.1:8b,0,32,2,0.4688,30,0,59,30,0.50847,91.8,logs\simulation_2025-11-17.log
20251117-015547-0-4df156,2025-11-17T01:55:47.746394,79158238a610e39334818ac86592c2692730fde0,4ba17e7a54,llama3.1:8b,0,32,3,0.3438,32,0,59,32,0.54237,92.23,logs\simulation_2025-11-17.log
20251117-015743-0-d98865,2025-11-17T01:57:43.068921,79158238a610e39334818ac86592c2692730fde0,948a58dcd8,llama3.1:8b,0,32,3,0.5781,40,0,59,40,0.67797,109.14,logs\simulation_2025-11-17.log
20251117-015919-0-3ae353,2025-11-17T01:59:19.184539,79158238a610e39334818ac86592c2692730fde0,b488b5a8f2,llama3.1:8b,0,32,1,0.4219,36,0,59,36,0.61017,90.12,logs\simulation_2025-11-17.log
20251117-020101-0-d21d9f,2025-11-17T02:01:01.917762,79158238a610e39334818ac86592c2692730fde0,4825b26e52,llama3.1:8b,0,32,3,0.4062,35,0,59,35,0.59322,96.57,logs\simulation_2025-11-17.log
20251117-020242-0-fd105b,2025-11-17T02:02:42.288038,79158238a610e39334818ac86592c2692730fde0,99191e8871,llama3.1:8b,0,32,4,0.5156,38,0,59,38,0.64407,94.32,logs\simulation_2025-11-17.log
20251117-020435-0-fd0b86,2025-11-17T02:04:35.816796,79158238a610e39334818ac86592c2692730fde0,a9535d266b,llama3.1:8b,0,32,1,0.2969,29,0,59,29,0.49153,107.52,logs\simulation_2025-11-17.log
20251117-020612-0-0f549e,2025-11-17T02:06:12.014985,79158238a610e39334818ac86592c2692730fde0,2f5e558b47,llama3.1:8b,0,32,2,0.3125,20,0,59,20,0.33898,90.09,logs\simulation_2025-11-17.log
20251117-020753-0-be02ca,2025-11-17T02:07:53.194843,79158238a610e39334818ac86592c2692730fde0,25de7789dc,llama3.1:8b,0,32,1,0.4531,35,0,59,35,0.59322,95.09,logs\simulation_2025-11-17.log
20251117-020942-0-bec89a,2025-11-17T02:09:42.408917,79158238a610e39334818ac86592c2692730fde0,5c824f94d1,llama3.1:8b,0,32,1,0.4375,30,0,59,30,0.50847,103.18,logs\simulation_2025-11-17.log
20251117-021117-0-1c902a,2025-11-17T02:11:17.468967,79158238a610e39334818ac86592c2692730fde0,1e5d9596f3,llama3.1:8b,0,32,1,0.3281,23,0,59,23,0.38983,89.06,logs\simulation_2025-11-17.log
20251117-021304-0-470691,2025-11-17T02:13:04.677859,79158238a610e39334818ac86592c2692730fde0,cd6af2976f,llama3.1:8b,0,32,3,0.4375,30,0,59,30,0.50847,101.09,logs\simulation_2025-11-17.log
20251117-021445-0-55f751,2025-11-17T02:14:45.694520,79158238a610e39334818ac86592c2692730fde0,c2b71ca523,llama3.1:8b,0,32,3,0.5312,38,0,59,38,0.64407,95.03,logs\simulation_2025-11-17.log
20251117-021621-0-42725e,2025-11-17T02:16:21.843337,79158238a610e39334818ac86592c2692730fde0,ea3bb731db,llama3.1:8b,0,32,2,0.4062,27,0,59,27,0.45763,90.01,logs\simulation_2025-11-17.log
20251117-021757-0-5e995d,2025-11-17T02:17:57.607878,79158238a610e39334818ac86592c2692730fde0,0ed65a238b,llama3.1:8b,0,32,3,0.5625,36,0,59,36,0.61017,89.61,logs\simulation_2025-11-17.log
