trial,value,seed_scores,seed_weights,decision_support.scoring.move.waypoint_progress_bonus,decision_support.scoring.move.waypoint_delay_penalty,decision_support.scoring.move.unknown_tile_bonus,decision_support.scoring.move.no_figures_left_behind_bonus,decision_support.scoring.move.neighborhood_potential,decision_support.scoring.move.figure_hint_bonus,decision_support.scoring.move.possible_target_bonus,decision_support.scoring.move.neighborhood_weight_any_figure,decision_support.scoring.move.neighborhood_weight_possible_target,decision_support.scoring.move.border_bonus,decision_support.scoring.move.cross_track_penalty_per_step_squared,decision_support.scoring.move.sector_compliance_bonus,decision_support.scoring.move.revisit_penalty,decision_support.scoring.broadcast.base_broadcast_value,decision_support.scoring.broadcast.first_turn_coordination_bonus,decision_support.scoring.broadcast.last_turn_coordination_bonus,decision_support.scoring.wait.base_wait_value
0,0.07937,1:0.07937,,1.1,-1.75,1.8,1.65,0.21,1.3,1.1,1.8,1.95,0.75,-0.8,1.05,-1.3,-0.15,0.4,1.0,-2.95
